customer_key,customerid,is_unknown_customer
CUST_12452,12452,False
CUST_12453,12453,False
CUST_12454,12454,False
CUST_12455,12455,False
CUST_12456,12456,False
CUST_12457,12457,False
CUST_12458,12458,False
CUST_12461,12461,False
CUST_12462,12462,False
CUST_12463,12463,False
CUST_12464,12464,False
CUST_12465,12465,False
CUST_12468,12468,False
CUST_12471,12471,False
CUST_12472,12472,False
CUST_12473,12473,False
CUST_12474,12474,False
CUST_12475,12475,False
CUST_12476,12476,False
CUST_12477,12477,False
CUST_12478,12478,False
CUST_12479,12479,False
CUST_12480,12480,False
CUST_12481,12481,False
CUST_12483,12483,False
CUST_12484,12484,False
CUST_12488,12488,False
CUST_12489,12489,False
CUST_12490,12490,False
CUST_12491,12491,False
CUST_12492,12492,False
CUST_12493,12493,False
CUST_12494,12494,False
CUST_12497,12497,False
CUST_12498,12498,False
CUST_12500,12500,False
CUST_12501,12501,False
CUST_12502,12502,False
CUST_12503,12503,False
CUST_12504,12504,False
CUST_12505,12505,False
CUST_12506,12506,False
CUST_12507,12507,False
CUST_12508,12508,False
CUST_12509,12509,False
CUST_12510,12510,False
CUST_12512,12512,False
CUST_12513,12513,False
CUST_12514,12514,False
CUST_12515,12515,False
CUST_12516,12516,False
CUST_12517,12517,False
CUST_12518,12518,False
CUST_12519,12519,False
CUST_12520,12520,False
CUST_12521,12521,False
CUST_12522,12522,False
CUST_12523,12523,False
CUST_12524,12524,False
CUST_12526,12526,False
CUST_12527,12527,False
CUST_12528,12528,False
CUST_12530,12530,False
CUST_12531,12531,False
CUST_12532,12532,False
CUST_12534,12534,False
CUST_12535,12535,False
CUST_12536,12536,False
CUST_12538,12538,False
CUST_12539,12539,False
CUST_12540,12540,False
CUST_12541,12541,False
CUST_12544,12544,False
CUST_12545,12545,False
CUST_12546,12546,False
CUST_12547,12547,False
CUST_12548,12548,False
CUST_12550,12550,False
CUST_12551,12551,False
CUST_12552,12552,False
CUST_12553,12553,False
CUST_12556,12556,False
CUST_12557,12557,False
CUST_12558,12558,False
CUST_12559,12559,False
CUST_12560,12560,False
CUST_12561,12561,False
CUST_12562,12562,False
CUST_12564,12564,False
CUST_12565,12565,False
CUST_12566,12566,False
CUST_12567,12567,False
CUST_12569,12569,False
CUST_12571,12571,False
CUST_12572,12572,False
CUST_12573,12573,False
CUST_12574,12574,False
CUST_12576,12576,False
CUST_12577,12577,False
CUST_12578,12578,False
CUST_12579,12579,False
CUST_12580,12580,False
CUST_12581,12581,False
CUST_12582,12582,False
CUST_12583,12583,False
CUST_12584,12584,False
CUST_12585,12585,False
CUST_12586,12586,False
CUST_12587,12587,False
CUST_12588,12588,False
CUST_12589,12589,False
CUST_12590,12590,False
CUST_12591,12591,False
CUST_12592,12592,False
CUST_12593,12593,False
CUST_12594,12594,False
CUST_12596,12596,False
CUST_12597,12597,False
CUST_12598,12598,False
CUST_12599,12599,False
CUST_12600,12600,False
CUST_12601,12601,False
CUST_12602,12602,False
CUST_12603,12603,False
CUST_12604,12604,False
CUST_12605,12605,False
CUST_12607,12607,False
CUST_12609,12609,False
CUST_12610,12610,False
CUST_12611,12611,False
CUST_12612,12612,False
CUST_12613,12613,False
CUST_12614,12614,False
CUST_12615,12615,False
CUST_12616,12616,False
CUST_12617,12617,False
CUST_12618,12618,False
CUST_12619,12619,False
CUST_12620,12620,False
CUST_12621,12621,False
CUST_12622,12622,False
CUST_12623,12623,False
CUST_12624,12624,False
CUST_12625,12625,False
CUST_12626,12626,False
CUST_12627,12627,False
CUST_12628,12628,False
CUST_12630,12630,False
CUST_12631,12631,False
CUST_12633,12633,False
CUST_12635,12635,False
CUST_12637,12637,False
CUST_12638,12638,False
CUST_12639,12639,False
CUST_12640,12640,False
CUST_12641,12641,False
CUST_12642,12642,False
CUST_12643,12643,False
CUST_12644,12644,False
CUST_12645,12645,False
CUST_12646,12646,False
CUST_12647,12647,False
CUST_12648,12648,False
CUST_12649,12649,False
CUST_12650,12650,False
CUST_12651,12651,False
CUST_12652,12652,False
CUST_12653,12653,False
CUST_12654,12654,False
CUST_12656,12656,False
CUST_12657,12657,False
CUST_12658,12658,False
CUST_12659,12659,False
CUST_12660,12660,False
CUST_12662,12662,False
CUST_12664,12664,False
CUST_12665,12665,False
CUST_12666,12666,False
CUST_12667,12667,False
CUST_12668,12668,False
CUST_12669,12669,False
CUST_12670,12670,False
CUST_12672,12672,False
CUST_12673,12673,False
CUST_12674,12674,False
CUST_12676,12676,False
CUST_12678,12678,False
CUST_12679,12679,False
CUST_12680,12680,False
CUST_12681,12681,False
CUST_12682,12682,False
CUST_12683,12683,False
CUST_12684,12684,False
CUST_12685,12685,False
CUST_12686,12686,False
CUST_12688,12688,False
CUST_12689,12689,False
CUST_12690,12690,False
CUST_12691,12691,False
CUST_12693,12693,False
CUST_12694,12694,False
CUST_12695,12695,False
CUST_12697,12697,False
CUST_12700,12700,False
CUST_12701,12701,False
CUST_12702,12702,False
CUST_12703,12703,False
CUST_12704,12704,False
CUST_12705,12705,False
CUST_12707,12707,False
CUST_12708,12708,False
CUST_12709,12709,False
CUST_12710,12710,False
CUST_12712,12712,False
CUST_12713,12713,False
CUST_12714,12714,False
CUST_12715,12715,False
CUST_12716,12716,False
CUST_12717,12717,False
CUST_12718,12718,False
CUST_12719,12719,False
CUST_12720,12720,False
CUST_12721,12721,False
CUST_12722,12722,False
CUST_12723,12723,False
CUST_12724,12724,False
CUST_12725,12725,False
CUST_12726,12726,False
CUST_12727,12727,False
CUST_12728,12728,False
CUST_12729,12729,False
CUST_12731,12731,False
CUST_12732,12732,False
CUST_12733,12733,False
CUST_12734,12734,False
CUST_12735,12735,False
CUST_12736,12736,False
CUST_12738,12738,False
CUST_12739,12739,False
CUST_12740,12740,False
CUST_12743,12743,False
CUST_12744,12744,False
CUST_12747,12747,False
CUST_12748,12748,False
CUST_12749,12749,False
CUST_12750,12750,False
CUST_12752,12752,False
CUST_12753,12753,False
CUST_12754,12754,False
CUST_12755,12755,False
CUST_12756,12756,False
CUST_12757,12757,False
CUST_12758,12758,False
CUST_12759,12759,False
CUST_12762,12762,False
CUST_12763,12763,False
CUST_12764,12764,False
CUST_12766,12766,False
CUST_12769,12769,False
CUST_12770,12770,False
CUST_12772,12772,False
CUST_12775,12775,False
CUST_12778,12778,False
CUST_12779,12779,False
CUST_12781,12781,False
CUST_12782,12782,False
CUST_12783,12783,False
CUST_12784,12784,False
CUST_12785,12785,False
CUST_12787,12787,False
CUST_12789,12789,False
CUST_12790,12790,False
CUST_12791,12791,False
CUST_12792,12792,False
CUST_12793,12793,False
CUST_12794,12794,False
CUST_12795,12795,False
CUST_12797,12797,False
CUST_12798,12798,False
CUST_12802,12802,False
CUST_12808,12808,False
CUST_12809,12809,False
CUST_12811,12811,False
CUST_12812,12812,False
CUST_12814,12814,False
CUST_12815,12815,False
CUST_12816,12816,False
CUST_12817,12817,False
CUST_12818,12818,False
CUST_12820,12820,False
CUST_12821,12821,False
CUST_12822,12822,False
CUST_12823,12823,False
CUST_12824,12824,False
CUST_12826,12826,False
CUST_12827,12827,False
CUST_12828,12828,False
CUST_12829,12829,False
CUST_12830,12830,False
CUST_12831,12831,False
CUST_12832,12832,False
CUST_12833,12833,False
CUST_12834,12834,False
CUST_12836,12836,False
CUST_12837,12837,False
CUST_12838,12838,False
CUST_12839,12839,False
CUST_12840,12840,False
CUST_12841,12841,False
CUST_12842,12842,False
CUST_12843,12843,False
CUST_12844,12844,False
CUST_12845,12845,False
CUST_12847,12847,False
CUST_12849,12849,False
CUST_12851,12851,False
CUST_12852,12852,False
CUST_12853,12853,False
CUST_12854,12854,False
CUST_12855,12855,False
CUST_12856,12856,False
CUST_12857,12857,False
CUST_12863,12863,False
CUST_12864,12864,False
CUST_12865,12865,False
CUST_12866,12866,False
CUST_12867,12867,False
CUST_12868,12868,False
CUST_12870,12870,False
CUST_12871,12871,False
CUST_12872,12872,False
CUST_12873,12873,False
CUST_12875,12875,False
CUST_12876,12876,False
CUST_12877,12877,False
CUST_12878,12878,False
CUST_12879,12879,False
CUST_12881,12881,False
CUST_12882,12882,False
CUST_12883,12883,False
CUST_12884,12884,False
CUST_12885,12885,False
CUST_12886,12886,False
CUST_12888,12888,False
CUST_12890,12890,False
CUST_12891,12891,False
CUST_12893,12893,False
CUST_12895,12895,False
CUST_12897,12897,False
CUST_12901,12901,False
CUST_12902,12902,False
CUST_12904,12904,False
CUST_12906,12906,False
CUST_12908,12908,False
CUST_12909,12909,False
CUST_12910,12910,False
CUST_12912,12912,False
CUST_12913,12913,False
CUST_12915,12915,False
CUST_12916,12916,False
CUST_12917,12917,False
CUST_12919,12919,False
CUST_12920,12920,False
CUST_12921,12921,False
CUST_12922,12922,False
CUST_12923,12923,False
CUST_12924,12924,False
CUST_12925,12925,False
CUST_12928,12928,False
CUST_12929,12929,False
CUST_12930,12930,False
CUST_12931,12931,False
CUST_12933,12933,False
CUST_12935,12935,False
CUST_12936,12936,False
CUST_12937,12937,False
CUST_12938,12938,False
CUST_12939,12939,False
CUST_12940,12940,False
CUST_12942,12942,False
CUST_12943,12943,False
CUST_12944,12944,False
CUST_12945,12945,False
CUST_12947,12947,False
CUST_12948,12948,False
CUST_12949,12949,False
CUST_12950,12950,False
CUST_12951,12951,False
CUST_12952,12952,False
CUST_12953,12953,False
CUST_12955,12955,False
CUST_12956,12956,False
CUST_12957,12957,False
CUST_12962,12962,False
CUST_12963,12963,False
CUST_12965,12965,False
CUST_12966,12966,False
CUST_12967,12967,False
CUST_12968,12968,False
CUST_12970,12970,False
CUST_12971,12971,False
CUST_12974,12974,False
CUST_12976,12976,False
CUST_12977,12977,False
CUST_12980,12980,False
CUST_12981,12981,False
CUST_12982,12982,False
CUST_12984,12984,False
CUST_12985,12985,False
CUST_12987,12987,False
CUST_12988,12988,False
CUST_12989,12989,False
CUST_12990,12990,False
CUST_12991,12991,False
CUST_12993,12993,False
CUST_12994,12994,False
CUST_12995,12995,False
CUST_12997,12997,False
CUST_12999,12999,False
CUST_13000,13000,False
CUST_13001,13001,False
CUST_13002,13002,False
CUST_13003,13003,False
CUST_13004,13004,False
CUST_13005,13005,False
CUST_13006,13006,False
CUST_13008,13008,False
CUST_13011,13011,False
CUST_13012,13012,False
CUST_13013,13013,False
CUST_13014,13014,False
CUST_13015,13015,False
CUST_13016,13016,False
CUST_13017,13017,False
CUST_13018,13018,False
CUST_13021,13021,False
CUST_13023,13023,False
CUST_13026,13026,False
CUST_13027,13027,False
CUST_13028,13028,False
CUST_13029,13029,False
CUST_13030,13030,False
CUST_13032,13032,False
CUST_13033,13033,False
CUST_13034,13034,False
CUST_13035,13035,False
CUST_13037,13037,False
CUST_13038,13038,False
CUST_13040,13040,False
CUST_13043,13043,False
CUST_13044,13044,False
CUST_13045,13045,False
CUST_13046,13046,False
CUST_13047,13047,False
CUST_13048,13048,False
CUST_13049,13049,False
CUST_13050,13050,False
CUST_13052,13052,False
CUST_13055,13055,False
CUST_13058,13058,False
CUST_13059,13059,False
CUST_13060,13060,False
CUST_13061,13061,False
CUST_13062,13062,False
CUST_13064,13064,False
CUST_13065,13065,False
CUST_13066,13066,False
CUST_13067,13067,False
CUST_13068,13068,False
CUST_13069,13069,False
CUST_13070,13070,False
CUST_13072,13072,False
CUST_13075,13075,False
CUST_13077,13077,False
CUST_13078,13078,False
CUST_13079,13079,False
CUST_13080,13080,False
CUST_13081,13081,False
CUST_13082,13082,False
CUST_13083,13083,False
CUST_13085,13085,False
CUST_13089,13089,False
CUST_13090,13090,False
CUST_13091,13091,False
CUST_13092,13092,False
CUST_13093,13093,False
CUST_13094,13094,False
CUST_13095,13095,False
CUST_13097,13097,False
CUST_13098,13098,False
CUST_13099,13099,False
CUST_13101,13101,False
CUST_13102,13102,False
CUST_13103,13103,False
CUST_13104,13104,False
CUST_13106,13106,False
CUST_13107,13107,False
CUST_13108,13108,False
CUST_13109,13109,False
CUST_13110,13110,False
CUST_13113,13113,False
CUST_13115,13115,False
CUST_13116,13116,False
CUST_13117,13117,False
CUST_13118,13118,False
CUST_13120,13120,False
CUST_13121,13121,False
CUST_13122,13122,False
CUST_13124,13124,False
CUST_13126,13126,False
CUST_13127,13127,False
CUST_13130,13130,False
CUST_13131,13131,False
CUST_13132,13132,False
CUST_13133,13133,False
CUST_13134,13134,False
CUST_13135,13135,False
CUST_13136,13136,False
CUST_13137,13137,False
CUST_13138,13138,False
CUST_13139,13139,False
CUST_13140,13140,False
CUST_13141,13141,False
CUST_13142,13142,False
CUST_13144,13144,False
CUST_13145,13145,False
CUST_13146,13146,False
CUST_13147,13147,False
CUST_13148,13148,False
CUST_13149,13149,False
CUST_13151,13151,False
CUST_13153,13153,False
CUST_13154,13154,False
CUST_13155,13155,False
CUST_13157,13157,False
CUST_13158,13158,False
CUST_13159,13159,False
CUST_13160,13160,False
CUST_13161,13161,False
CUST_13162,13162,False
CUST_13165,13165,False
CUST_13166,13166,False
CUST_13167,13167,False
CUST_13168,13168,False
CUST_13169,13169,False
CUST_13170,13170,False
CUST_13171,13171,False
CUST_13173,13173,False
CUST_13174,13174,False
CUST_13176,13176,False
CUST_13177,13177,False
CUST_13178,13178,False
CUST_13182,13182,False
CUST_13183,13183,False
CUST_13184,13184,False
CUST_13185,13185,False
CUST_13186,13186,False
CUST_13187,13187,False
CUST_13188,13188,False
CUST_13189,13189,False
CUST_13192,13192,False
CUST_13193,13193,False
CUST_13194,13194,False
CUST_13196,13196,False
CUST_13198,13198,False
CUST_13199,13199,False
CUST_13200,13200,False
CUST_13203,13203,False
CUST_13207,13207,False
CUST_13208,13208,False
CUST_13209,13209,False
CUST_13210,13210,False
CUST_13211,13211,False
CUST_13212,13212,False
CUST_13213,13213,False
CUST_13216,13216,False
CUST_13217,13217,False
CUST_13218,13218,False
CUST_13220,13220,False
CUST_13221,13221,False
CUST_13223,13223,False
CUST_13224,13224,False
CUST_13225,13225,False
CUST_13226,13226,False
CUST_13227,13227,False
CUST_13228,13228,False
CUST_13229,13229,False
CUST_13230,13230,False
CUST_13232,13232,False
CUST_13233,13233,False
CUST_13235,13235,False
CUST_13236,13236,False
CUST_13238,13238,False
CUST_13239,13239,False
CUST_13240,13240,False
CUST_13242,13242,False
CUST_13243,13243,False
CUST_13244,13244,False
CUST_13245,13245,False
CUST_13246,13246,False
CUST_13247,13247,False
CUST_13248,13248,False
CUST_13249,13249,False
CUST_13253,13253,False
CUST_13255,13255,False
CUST_13256,13256,False
CUST_13258,13258,False
CUST_13259,13259,False
CUST_13260,13260,False
CUST_13261,13261,False
CUST_13262,13262,False
CUST_13263,13263,False
CUST_13265,13265,False
CUST_13266,13266,False
CUST_13267,13267,False
CUST_13268,13268,False
CUST_13269,13269,False
CUST_13270,13270,False
CUST_13271,13271,False
CUST_13272,13272,False
CUST_13273,13273,False
CUST_13276,13276,False
CUST_13277,13277,False
CUST_13278,13278,False
CUST_13279,13279,False
CUST_13280,13280,False
CUST_13282,13282,False
CUST_13283,13283,False
CUST_13284,13284,False
CUST_13285,13285,False
CUST_13291,13291,False
CUST_13292,13292,False
CUST_13294,13294,False
CUST_13295,13295,False
CUST_13296,13296,False
CUST_13297,13297,False
CUST_13298,13298,False
CUST_13299,13299,False
CUST_13300,13300,False
CUST_13301,13301,False
CUST_13302,13302,False
CUST_13304,13304,False
CUST_13305,13305,False
CUST_13307,13307,False
CUST_13308,13308,False
CUST_13309,13309,False
CUST_13310,13310,False
CUST_13311,13311,False
CUST_13313,13313,False
CUST_13314,13314,False
CUST_13316,13316,False
CUST_13317,13317,False
CUST_13318,13318,False
CUST_13319,13319,False
CUST_13320,13320,False
CUST_13321,13321,False
CUST_13322,13322,False
CUST_13323,13323,False
CUST_13324,13324,False
CUST_13325,13325,False
CUST_13327,13327,False
CUST_13328,13328,False
CUST_13329,13329,False
CUST_13330,13330,False
CUST_13332,13332,False
CUST_13334,13334,False
CUST_13336,13336,False
CUST_13338,13338,False
CUST_13339,13339,False
CUST_13340,13340,False
CUST_13341,13341,False
CUST_13343,13343,False
CUST_13344,13344,False
CUST_13345,13345,False
CUST_13347,13347,False
CUST_13348,13348,False
CUST_13349,13349,False
CUST_13350,13350,False
CUST_13351,13351,False
CUST_13352,13352,False
CUST_13354,13354,False
CUST_13355,13355,False
CUST_13356,13356,False
CUST_13357,13357,False
CUST_13358,13358,False
CUST_13359,13359,False
CUST_13362,13362,False
CUST_13363,13363,False
CUST_13364,13364,False
CUST_13365,13365,False
CUST_13366,13366,False
CUST_13368,13368,False
CUST_13369,13369,False
CUST_13370,13370,False
CUST_13372,13372,False
CUST_13373,13373,False
CUST_13375,13375,False
CUST_13376,13376,False
CUST_13379,13379,False
CUST_13381,13381,False
CUST_13382,13382,False
CUST_13384,13384,False
CUST_13385,13385,False
CUST_13388,13388,False
CUST_13389,13389,False
CUST_13390,13390,False
CUST_13391,13391,False
CUST_13394,13394,False
CUST_13395,13395,False
CUST_13396,13396,False
CUST_13397,13397,False
CUST_13398,13398,False
CUST_13402,13402,False
CUST_13403,13403,False
CUST_13404,13404,False
CUST_13405,13405,False
CUST_13408,13408,False
CUST_13410,13410,False
CUST_13411,13411,False
CUST_13414,13414,False
CUST_13416,13416,False
CUST_13417,13417,False
CUST_13418,13418,False
CUST_13419,13419,False
CUST_13420,13420,False
CUST_13421,13421,False
CUST_13422,13422,False
CUST_13425,13425,False
CUST_13426,13426,False
CUST_13427,13427,False
CUST_13428,13428,False
CUST_13429,13429,False
CUST_13430,13430,False
CUST_13431,13431,False
CUST_13434,13434,False
CUST_13435,13435,False
CUST_13436,13436,False
CUST_13437,13437,False
CUST_13439,13439,False
CUST_13441,13441,False
CUST_13447,13447,False
CUST_13448,13448,False
CUST_13449,13449,False
CUST_13450,13450,False
CUST_13451,13451,False
CUST_13452,13452,False
CUST_13453,13453,False
CUST_13455,13455,False
CUST_13456,13456,False
CUST_13458,13458,False
CUST_13460,13460,False
CUST_13461,13461,False
CUST_13462,13462,False
CUST_13464,13464,False
CUST_13466,13466,False
CUST_13467,13467,False
CUST_13468,13468,False
CUST_13470,13470,False
CUST_13471,13471,False
CUST_13473,13473,False
CUST_13474,13474,False
CUST_13475,13475,False
CUST_13476,13476,False
CUST_13477,13477,False
CUST_13479,13479,False
CUST_13481,13481,False
CUST_13482,13482,False
CUST_13483,13483,False
CUST_13484,13484,False
CUST_13485,13485,False
CUST_13486,13486,False
CUST_13487,13487,False
CUST_13488,13488,False
CUST_13489,13489,False
CUST_13491,13491,False
CUST_13492,13492,False
CUST_13493,13493,False
CUST_13494,13494,False
CUST_13495,13495,False
CUST_13496,13496,False
CUST_13497,13497,False
CUST_13499,13499,False
CUST_13500,13500,False
CUST_13501,13501,False
CUST_13502,13502,False
CUST_13503,13503,False
CUST_13504,13504,False
CUST_13505,13505,False
CUST_13506,13506,False
CUST_13507,13507,False
CUST_13508,13508,False
CUST_13509,13509,False
CUST_13510,13510,False
CUST_13512,13512,False
CUST_13513,13513,False
CUST_13514,13514,False
CUST_13515,13515,False
CUST_13516,13516,False
CUST_13517,13517,False
CUST_13518,13518,False
CUST_13519,13519,False
CUST_13520,13520,False
CUST_13521,13521,False
CUST_13522,13522,False
CUST_13523,13523,False
CUST_13524,13524,False
CUST_13525,13525,False
CUST_13527,13527,False
CUST_13529,13529,False
CUST_13531,13531,False
CUST_13532,13532,False
CUST_13533,13533,False
CUST_13534,13534,False
CUST_13536,13536,False
CUST_13538,13538,False
CUST_13539,13539,False
CUST_13544,13544,False
CUST_13546,13546,False
CUST_13548,13548,False
CUST_13549,13549,False
CUST_13551,13551,False
CUST_13552,13552,False
CUST_13555,13555,False
CUST_13557,13557,False
CUST_13558,13558,False
CUST_13560,13560,False
CUST_13561,13561,False
CUST_13562,13562,False
CUST_13563,13563,False
CUST_13564,13564,False
CUST_13565,13565,False
CUST_13566,13566,False
CUST_13568,13568,False
CUST_13569,13569,False
CUST_13570,13570,False
CUST_13571,13571,False
CUST_13572,13572,False
CUST_13573,13573,False
CUST_13575,13575,False
CUST_13576,13576,False
CUST_13577,13577,False
CUST_13579,13579,False
CUST_13581,13581,False
CUST_13583,13583,False
CUST_13584,13584,False
CUST_13587,13587,False
CUST_13588,13588,False
CUST_13589,13589,False
CUST_13590,13590,False
CUST_13591,13591,False
CUST_13592,13592,False
CUST_13593,13593,False
CUST_13594,13594,False
CUST_13596,13596,False
CUST_13598,13598,False
CUST_13599,13599,False
CUST_13600,13600,False
CUST_13601,13601,False
CUST_13602,13602,False
CUST_13603,13603,False
CUST_13606,13606,False
CUST_13607,13607,False
CUST_13610,13610,False
CUST_13611,13611,False
CUST_13614,13614,False
CUST_13615,13615,False
CUST_13617,13617,False
CUST_13618,13618,False
CUST_13621,13621,False
CUST_13623,13623,False
CUST_13626,13626,False
CUST_13627,13627,False
CUST_13629,13629,False
CUST_13630,13630,False
CUST_13631,13631,False
CUST_13632,13632,False
CUST_13634,13634,False
CUST_13635,13635,False
CUST_13636,13636,False
CUST_13637,13637,False
CUST_13638,13638,False
CUST_13639,13639,False
CUST_13642,13642,False
CUST_13643,13643,False
CUST_13644,13644,False
CUST_13645,13645,False
CUST_13647,13647,False
CUST_13649,13649,False
CUST_13650,13650,False
CUST_13651,13651,False
CUST_13652,13652,False
CUST_13654,13654,False
CUST_13655,13655,False
CUST_13656,13656,False
CUST_13657,13657,False
CUST_13658,13658,False
CUST_13659,13659,False
CUST_13662,13662,False
CUST_13663,13663,False
CUST_13666,13666,False
CUST_13667,13667,False
CUST_13668,13668,False
CUST_13669,13669,False
CUST_13670,13670,False
CUST_13672,13672,False
CUST_13673,13673,False
CUST_13675,13675,False
CUST_13678,13678,False
CUST_13680,13680,False
CUST_13681,13681,False
CUST_13682,13682,False
CUST_13684,13684,False
CUST_13685,13685,False
CUST_13686,13686,False
CUST_13689,13689,False
CUST_13690,13690,False
CUST_13692,13692,False
CUST_13693,13693,False
CUST_13694,13694,False
CUST_13695,13695,False
CUST_13697,13697,False
CUST_13699,13699,False
CUST_13700,13700,False
CUST_13703,13703,False
CUST_13704,13704,False
CUST_13705,13705,False
CUST_13706,13706,False
CUST_13707,13707,False
CUST_13708,13708,False
CUST_13709,13709,False
CUST_13710,13710,False
CUST_13711,13711,False
CUST_13712,13712,False
CUST_13715,13715,False
CUST_13716,13716,False
CUST_13717,13717,False
CUST_13718,13718,False
CUST_13719,13719,False
CUST_13720,13720,False
CUST_13721,13721,False
CUST_13722,13722,False
CUST_13723,13723,False
CUST_13725,13725,False
CUST_13726,13726,False
CUST_13727,13727,False
CUST_13728,13728,False
CUST_13730,13730,False
CUST_13731,13731,False
CUST_13732,13732,False
CUST_13735,13735,False
CUST_13736,13736,False
CUST_13737,13737,False
CUST_13739,13739,False
CUST_13740,13740,False
CUST_13741,13741,False
CUST_13742,13742,False
CUST_13743,13743,False
CUST_13744,13744,False
CUST_13745,13745,False
CUST_13747,13747,False
CUST_13748,13748,False
CUST_13750,13750,False
CUST_13751,13751,False
CUST_13752,13752,False
CUST_13753,13753,False
CUST_13754,13754,False
CUST_13755,13755,False
CUST_13756,13756,False
CUST_13758,13758,False
CUST_13759,13759,False
CUST_13760,13760,False
CUST_13761,13761,False
CUST_13762,13762,False
CUST_13763,13763,False
CUST_13764,13764,False
CUST_13767,13767,False
CUST_13769,13769,False
CUST_13771,13771,False
CUST_13772,13772,False
CUST_13774,13774,False
CUST_13777,13777,False
CUST_13778,13778,False
CUST_13780,13780,False
CUST_13781,13781,False
CUST_13782,13782,False
CUST_13784,13784,False
CUST_13786,13786,False
CUST_13787,13787,False
CUST_13790,13790,False
CUST_13791,13791,False
CUST_13792,13792,False
CUST_13798,13798,False
CUST_13799,13799,False
CUST_13800,13800,False
CUST_13801,13801,False
CUST_13802,13802,False
CUST_13803,13803,False
CUST_13804,13804,False
CUST_13805,13805,False
CUST_13806,13806,False
CUST_13807,13807,False
CUST_13808,13808,False
CUST_13809,13809,False
CUST_13810,13810,False
CUST_13811,13811,False
CUST_13812,13812,False
CUST_13813,13813,False
CUST_13814,13814,False
CUST_13815,13815,False
CUST_13816,13816,False
CUST_13817,13817,False
CUST_13819,13819,False
CUST_13821,13821,False
CUST_13822,13822,False
CUST_13823,13823,False
CUST_13824,13824,False
CUST_13826,13826,False
CUST_13827,13827,False
CUST_13828,13828,False
CUST_13829,13829,False
CUST_13831,13831,False
CUST_13832,13832,False
CUST_13833,13833,False
CUST_13835,13835,False
CUST_13837,13837,False
CUST_13838,13838,False
CUST_13841,13841,False
CUST_13842,13842,False
CUST_13844,13844,False
CUST_13845,13845,False
CUST_13846,13846,False
CUST_13848,13848,False
CUST_13849,13849,False
CUST_13850,13850,False
CUST_13851,13851,False
CUST_13853,13853,False
CUST_13854,13854,False
CUST_13856,13856,False
CUST_13858,13858,False
CUST_13859,13859,False
CUST_13860,13860,False
CUST_13862,13862,False
CUST_13863,13863,False
CUST_13865,13865,False
CUST_13866,13866,False
CUST_13867,13867,False
CUST_13868,13868,False
CUST_13869,13869,False
CUST_13870,13870,False
CUST_13871,13871,False
CUST_13873,13873,False
CUST_13874,13874,False
CUST_13875,13875,False
CUST_13876,13876,False
CUST_13877,13877,False
CUST_13878,13878,False
CUST_13880,13880,False
CUST_13881,13881,False
CUST_13882,13882,False
CUST_13883,13883,False
CUST_13884,13884,False
CUST_13885,13885,False
CUST_13886,13886,False
CUST_13887,13887,False
CUST_13888,13888,False
CUST_13889,13889,False
CUST_13890,13890,False
CUST_13892,13892,False
CUST_13893,13893,False
CUST_13894,13894,False
CUST_13895,13895,False
CUST_13897,13897,False
CUST_13898,13898,False
CUST_13899,13899,False
CUST_13900,13900,False
CUST_13901,13901,False
